Protein_000,Protein_001,Protein_002,Protein_003,Protein_004,Protein_005,Protein_006,Protein_007,Protein_008,Protein_009,Protein_010,Protein_011,Protein_012,Protein_013,Protein_014,Protein_015,Protein_016,Protein_017,Protein_018,Protein_019,Protein_020,Protein_021,Protein_022,Protein_023,Protein_024,Protein_025,Protein_026,Protein_027,Protein_028,Protein_029,Protein_030,Protein_031,Protein_032,Protein_033,Protein_034,Protein_035,Protein_036,Protein_037,Protein_038,Protein_039,Protein_040,Protein_041,Protein_042,Protein_043,Protein_044,Protein_045,Protein_046,Protein_047,Protein_048,Protein_049,Protein_050,Protein_051,Protein_052,Protein_053,Protein_054,Protein_055,Protein_056,Protein_057,Protein_058,Protein_059,Protein_060,Protein_061,Protein_062,Protein_063,Protein_064,Protein_065,Protein_066,Protein_067,Protein_068,Protein_069,Protein_070,Protein_071,Protein_072,Protein_073,Protein_074,Protein_075,Protein_076,Protein_077,Protein_078,Protein_079,Protein_080,Protein_081,Protein_082,Protein_083,Protein_084,Protein_085,Protein_086,Protein_087,Protein_088,Protein_089,Protein_090,Protein_091,Protein_092,Protein_093,Protein_094,Protein_095,Protein_096,Protein_097,Protein_098,Protein_099,Protein_100,Protein_101,Protein_102,Protein_103,Protein_104,Protein_105,Protein_106,Protein_107,Protein_108,Protein_109,Protein_110,Protein_111,Protein_112,Protein_113,Protein_114,Protein_115,Protein_116,Protein_117,Protein_118,Protein_119,Protein_120,Protein_121,Protein_122,Protein_123,Protein_124,Protein_125,Protein_126,Protein_127,Protein_128,Protein_129,Protein_130,Protein_131,Protein_132,Protein_133,Protein_134,Protein_135,Protein_136,Protein_137,Protein_138,Protein_139,Protein_140,Protein_141,Protein_142,Protein_143,Protein_144,Protein_145,Protein_146,Protein_147,Protein_148,Protein_149,Protein_150,Protein_151,Protein_152,Protein_153,Protein_154,Protein_155,Protein_156,Protein_157,Protein_158,Protein_159,Protein_160,Protein_161,Protein_162,Protein_163,Protein_164,Protein_165,Protein_166,Protein_167,Protein_168,Protein_169,Protein_170,Protein_171,Protein_172,Protein_173,Protein_174,Protein_175,Protein_176,Protein_177,Protein_178,Protein_179,Protein_180,Protein_181,Protein_182,Protein_183,Protein_184,Protein_185,Protein_186,Protein_187,Protein_188,Protein_189,Protein_190,Protein_191,Protein_192,Protein_193,Protein_194,Protein_195,Protein_196,Protein_197,Protein_198,Protein_199,Protein_200,Protein_201,Protein_202,Protein_203,Protein_204,Protein_205,Protein_206,Protein_207,Protein_208,Protein_209,Protein_210,Protein_211,Protein_212,Protein_213,Protein_214,Protein_215,Protein_216,Protein_217,Protein_218,Protein_219,Protein_220,Protein_221,Protein_222,Protein_223,Protein_224,Protein_225,Protein_226,Protein_227,Protein_228,Protein_229,Protein_230,Protein_231,Protein_232,Protein_233,Protein_234,Protein_235,Protein_236,Protein_237,Protein_238,Protein_239,SampleID
7.8184,8.6437,9.4156,9.3033,10.2921,7.1112,8.0229,6.2702,7.3823,8.1217,8.8298,9.3839,8.1613,10.2878,9.1011,9.8223,8.6392,8.1761,9.0203,7.681,8.9668,9.7509,8.4598,7.6009,8.2576,9.5859,8.5093,8.0339,8.7085,8.3093,8.4742,9.0164,8.1049,8.3499,8.6465,7.3518,7.9353,9.2286,8.1953,9.1566,8.0443,7.0354,7.9519,9.8177,9.0351,7.1887,8.5044,7.7556,11.1587,9.745,9.7434,9.3055,8.4442,8.0774,9.3666,8.8044,8.4412,10.6457,8.7988,8.3928,8.1523,9.9326,9.659,10.3105,10.2262,9.1817,7.276,9.4898,7.4874,8.7966,8.9585,8.3414,7.1735,9.0783,7.9593,7.5854,10.1985,8.7039,8.7519,9.8064,9.7881,7.673,7.6341,8.56,7.8207,9.0757,8.8183,9.4634,8.1584,8.5522,8.3457,9.0851,8.5389,9.77,8.7259,9.0644,7.9537,9.6448,7.4597,9.4392,6.438,8.9652,9.4017,8.5075,8.1921,8.7813,7.9601,8.5837,8.7761,8.4171,,8.5598,7.8811,11.111,6.8318,10.2723,9.8503,8.5722,6.7529,9.0142,10.8839,8.1277,8.562,7.9247,7.2727,9.0664,6.9632,7.8854,9.1727,8.4056,7.9407,8.8376,8.0931,8.4859,7.9798,7.9266,9.2671,8.488,7.411,9.1383,7.7423,6.5092,8.8059,9.3414,8.024,9.4866,8.5921,10.2327,10.562,8.9047,9.0469,9.5002,6.653,10.2291,8.9563,9.1246,8.0231,8.2789,8.9433,9.4711,9.3126,7.6383,7.7699,8.1043,9.6875,9.6681,8.7556,8.3822,8.3145,7.8478,7.5107,7.738,9.277,8.9714,8.9593,10.0812,9.5113,9.0353,8.3266,7.7528,6.3065,8.3973,8.9985,8.5888,5.1985,7.9805,,8.0416,9.9452,7.4581,9.2507,7.1852,7.6776,8.4305,7.6119,8.415,7.483,9.4607,9.3442,9.9855,9.048,8.8028,7.3853,9.823,9.6386,10.1073,7.1258,9.123,8.865,10.0045,8.1725,8.6375,8.5649,9.2774,7.9834,8.9454,8.1724,6.8554,8.6992,10.113,10.6451,9.6437,8.5184,8.8853,7.8281,8.8097,10.3272,8.5202,8.0616,8.7415,8.2633,8.7289,7.8811,8.2535,7.7153,8.5182,10.0787,6.3277,8.3358,9.3468,S051
7.8051,10.4351,9.5933,8.2964,8.6729,8.7651,7.5842,8.6234,8.8396,7.6702,10.13,9.7289,9.1848,8.7806,9.1304,,8.8876,10.0784,8.3497,8.8188,8.4568,9.7144,7.6247,7.742,8.2455,7.6912,8.7106,8.7175,8.2409,7.1957,9.2816,7.7281,6.9864,7.9165,8.6666,9.0767,8.3593,8.3873,8.2103,7.3174,,9.3025,7.7279,7.9587,7.7973,9.2706,6.273,8.2586,8.9361,9.3153,9.2014,9.9007,8.4074,7.3541,8.202,8.7508,8.6258,8.2224,8.153,9.6573,9.0789,9.2369,8.1819,9.2664,8.421,8.1125,9.3896,8.2394,9.3012,7.4362,8.8301,8.2235,7.5028,7.9066,10.6639,,7.7077,8.2535,8.0295,7.8518,8.7177,8.9135,7.9934,8.4666,7.9287,8.6564,10.0856,9.7696,8.51,9.0905,9.0336,9.3319,9.3632,8.2315,7.2755,8.4372,8.3193,7.3112,8.664,9.0504,8.1453,9.7085,8.7869,8.4697,7.8857,8.042,9.9912,10.2129,7.7738,9.6842,8.2728,7.8999,9.8459,7.8794,8.3823,7.3112,9.5198,7.7707,7.6937,9.1132,9.735,7.6137,7.6878,8.386,7.4602,9.037,8.1024,8.7185,8.9049,7.5634,8.7197,9.2766,8.1145,8.3644,8.8991,8.176,8.9988,9.4605,8.807,9.565,8.5791,7.2842,8.1078,8.7014,7.895,7.4599,8.4224,9.1122,9.3305,7.1407,8.179,8.1682,7.7742,7.1514,8.4281,8.3659,8.1545,7.9436,6.7927,7.117,8.3208,9.4767,10.4559,8.1589,8.6324,9.0239,8.4438,9.0299,8.6059,9.1099,7.6934,8.3435,9.4598,9.2953,7.4098,8.3041,7.7843,8.5425,9.9531,8.2536,9.7333,8.5308,9.1303,8.4803,7.8052,8.3078,8.4304,9.4041,8.2295,8.129,7.7384,8.3225,8.6466,8.3683,8.6456,9.0808,7.4762,9.0587,9.0757,7.9028,9.2722,8.5512,8.0073,9.5167,8.145,9.1345,7.9932,8.7672,8.5893,8.1472,7.5507,7.6246,8.8889,9.7185,8.8539,8.6847,8.0893,8.795,7.7929,8.983,7.563,8.0528,8.3821,8.1863,10.0293,7.4223,8.5643,10.8305,8.6719,9.3178,9.1711,6.7117,8.5755,10.7397,8.7344,8.7248,6.4424,9.9193,,8.4799,S052
8.2909,7.8649,8.8744,7.4957,9.8351,8.2125,9.7275,8.2395,7.9689,7.6504,7.7648,7.7054,8.2112,7.8027,9.0382,7.8183,9.7392,8.3868,8.5474,8.6799,8.2328,9.4176,6.9155,6.9166,9.2221,6.7273,9.2542,,7.1004,9.4729,7.0648,6.8198,7.7811,7.4745,9.4505,7.6045,9.3046,7.1149,9.5494,8.8293,9.206,6.6894,7.2292,9.8619,7.3584,7.6787,9.4818,8.0662,7.8104,7.7076,8.4774,9.3712,8.1497,9.5673,8.2076,8.6546,7.8932,9.8308,6.9026,7.1023,9.5079,9.2883,8.9539,9.7327,8.9742,9.5716,7.5318,7.6769,9.0935,8.4489,7.9263,8.6115,7.5706,7.9102,9.3885,9.193,8.5684,8.9307,8.0937,9.3033,6.9382,7.394,10.58,9.1376,8.6856,,9.5049,8.886,8.4234,9.9885,8.7468,6.8871,7.6422,7.7988,8.3339,8.1561,8.1688,8.9614,7.6202,8.9156,7.9641,7.6708,8.998,8.9963,8.396,9.0736,7.657,8.8483,8.6385,9.1182,8.2822,7.6334,9.2299,9.1739,8.2929,6.999,8.5778,8.8111,8.4448,8.2776,8.2335,8.2439,9.2019,8.0457,7.6124,7.6065,7.5991,9.6456,8.6968,7.0242,9.3755,7.4604,7.9121,8.5924,6.7814,8.1321,6.8077,8.655,8.3121,8.5418,9.3492,9.3533,8.3294,8.4791,8.8734,7.5016,9.0273,8.3504,8.4903,9.4712,8.7836,9.0188,8.2192,8.1807,8.8103,8.8249,9.1157,8.3471,7.6382,8.7779,8.0804,8.396,8.8861,7.6996,7.6124,9.4467,9.3851,8.6811,8.6156,7.9466,7.4138,8.5749,8.2471,9.7638,8.2467,7.3584,9.7675,11.0339,8.9705,8.3734,9.6891,7.9631,9.1181,8.4075,8.6526,9.4795,8.1622,7.8234,10.4678,7.0282,,8.2201,7.1725,8.16,10.2968,8.2137,9.4227,10.0111,7.4736,7.5454,9.5108,9.0109,8.0869,8.8698,11.487,9.0556,7.4706,8.186,8.9595,8.4083,9.6551,9.1197,8.6764,8.2086,9.1395,8.2984,10.3325,8.8712,7.6774,7.473,9.59,8.4065,7.7508,7.6209,8.8295,8.0071,8.8851,8.6996,8.4401,7.3604,8.8804,8.5484,9.2273,7.8637,8.9023,6.956,8.2868,7.0224,8.9224,8.6842,S053
8.897,8.1104,8.8392,8.2138,9.2139,5.9447,9.3421,9.8776,7.8798,7.3018,8.0948,7.6733,10.1409,8.6851,8.925,7.4628,9.1835,9.5182,8.5716,9.1104,7.9157,7.5616,7.5103,9.554,9.4108,8.2426,9.451,8.8907,9.2498,10.3458,10.0182,7.7239,7.5407,9.249,7.9141,7.392,8.5248,8.4911,7.3421,8.5248,7.6414,9.3112,8.1605,6.8305,6.8734,8.8478,9.412,7.8649,7.4428,7.8724,8.0761,9.0337,8.8422,8.5639,9.0977,7.4399,10.1566,7.9665,7.956,8.7546,7.2675,9.0592,8.6482,8.7281,8.4948,6.0676,9.2189,8.0349,7.892,9.3463,8.3623,9.5436,9.2451,7.9062,9.2093,,8.1954,7.799,8.5944,8.2391,10.3701,7.6366,9.7743,8.0329,8.027,9.6003,9.4089,8.8192,8.5625,8.8965,7.9023,8.1921,6.9231,8.5259,8.8507,8.4127,7.585,8.5175,7.5395,6.6344,8.7756,7.0508,6.5903,9.7379,8.9271,8.6283,9.7514,7.5113,9.1237,8.4874,8.4319,8.8274,,8.6656,8.194,9.5581,8.5422,7.4455,9.8187,9.2144,8.4451,8.608,9.4012,8.1524,8.8764,7.7433,9.5703,9.0103,9.8009,8.2041,8.3093,9.281,9.6539,8.1054,8.4785,8.6985,7.2528,9.1255,7.6167,8.1505,8.8223,7.864,8.6302,8.4432,9.5004,9.729,8.713,8.5309,9.0918,7.8072,10.0013,9.5081,8.8027,8.5553,8.2534,8.6107,8.8288,7.1994,7.4003,8.333,7.4054,8.6192,8.5209,9.3513,7.8476,7.0749,8.9239,8.5884,7.9971,9.1105,9.0574,8.2129,8.4247,9.1859,8.2136,9.3871,8.1232,8.2002,8.3118,9.1757,10.4998,8.6297,8.8587,9.4565,8.802,7.77,8.9655,7.0965,7.7151,9.0903,7.2019,9.8455,8.6292,9.6303,7.9997,8.0748,8.0115,8.811,9.1334,8.2969,7.221,7.6393,8.2377,7.9679,8.4327,7.9104,9.29,6.8567,8.6675,9.5697,8.898,8.2726,7.2116,7.9316,9.3032,9.234,8.9926,8.4493,8.0852,8.2774,7.4929,8.949,10.2926,7.2994,10.5346,8.7804,9.444,7.5313,7.6981,8.5305,7.7378,7.1667,6.8371,7.6211,7.7637,7.8348,7.4475,7.3934,8.017,9.0543,S054
6.7389,8.8982,10.5986,7.0991,8.8859,,9.5714,9.0332,9.1163,8.5111,8.6061,8.6686,6.1347,9.4804,8.4402,7.5174,12.341,9.8414,6.9904,9.7235,9.5687,8.1836,7.8645,11.4074,9.6997,7.9948,9.1377,9.6573,6.6344,8.7417,9.3106,8.2813,9.8332,7.1552,8.4928,7.381,9.749,9.3571,9.2013,9.3722,9.1717,8.2127,9.2624,9.6348,7.3838,8.6135,9.6211,8.9371,9.0282,9.5162,,8.2943,9.7239,8.0778,8.3631,10.2655,8.1196,8.9152,8.3218,7.0378,8.6226,8.7146,,9.5378,8.5412,7.6697,8.5334,5.4159,8.1431,9.7539,9.1604,8.9547,9.4369,10.2245,7.2156,,9.4847,9.3705,9.1739,9.1138,8.0114,8.3814,7.1292,9.453,9.416,8.752,8.6906,7.9984,6.9172,10.4966,8.4637,7.8447,7.377,8.7358,8.6642,7.6946,8.8816,9.1212,7.6272,9.8713,8.8855,7.5567,8.8765,8.9436,8.6829,8.1955,9.3099,8.2606,9.3185,8.0307,8.9253,6.936,7.896,7.7424,9.1429,9.9409,7.932,9.5319,10.6527,8.8883,8.7434,8.9735,10.038,8.756,10.0649,8.0101,8.5754,7.3414,8.5114,8.4265,6.6114,7.7478,9.4098,9.4897,8.2004,8.947,7.5179,7.6908,7.7059,9.8146,8.5309,6.6447,9.4705,9.2531,8.741,8.4695,8.4293,,6.9269,9.1918,8.7811,9.0211,8.7218,8.2447,8.4161,8.2367,9.5059,8.2574,8.0662,9.2294,7.9001,9.8411,8.1381,9.7972,5.6989,6.4484,8.9766,8.5235,9.1665,8.7101,7.1889,8.9457,8.3525,6.9188,8.0815,8.3218,9.3279,9.0376,9.1962,,7.9986,7.3949,8.6093,8.8323,8.9181,8.5682,8.6822,9.6015,9.8502,8.0792,8.1752,8.1474,8.4799,8.3203,8.3918,7.7061,9.2773,7.1297,7.3979,8.3183,9.8194,8.3655,8.8269,10.1915,8.4266,7.1354,9.3393,8.3433,8.7185,8.6333,10.189,8.6237,8.9621,8.5234,7.7352,7.9495,7.7186,8.748,8.9213,9.0543,6.4554,5.6746,10.1012,9.4642,7.8029,6.696,9.0471,7.6707,8.4128,8.3802,9.5005,9.0065,6.9114,6.962,8.8097,7.3674,6.7432,8.8519,7.3552,8.8116,S055
8.2603,7.6523,8.7617,5.7333,7.2975,8.0058,9.3202,10.4593,8.6262,7.9377,8.4585,9.2598,9.1376,8.9649,8.799,7.4753,9.7886,9.0572,7.2824,7.698,9.0618,8.476,7.6591,7.9319,5.9668,7.858,8.2928,9.2279,7.5213,9.5403,8.7682,9.765,8.2972,7.4767,7.6558,8.1319,9.23,8.5925,11.0181,8.3187,7.4759,8.0219,8.0695,7.1269,10.2658,8.91,9.1635,10.332,8.0398,9.0417,9.7634,8.8749,8.5086,5.9285,6.8765,8.8862,8.1509,7.1206,8.9273,7.6379,8.607,8.1714,8.2013,7.5447,7.9895,9.2862,7.7816,10.1826,9.0398,9.8779,8.0775,7.8015,7.9724,9.4148,8.6068,7.5515,7.0449,7.2867,8.1929,7.9622,7.6217,9.5679,6.6998,8.4801,7.9223,9.0581,7.9158,7.7713,7.8019,7.075,7.988,7.7042,8.8581,10.0207,7.762,8.5874,9.9921,10.6276,9.6185,7.5983,7.2695,8.2318,,8.999,7.7098,9.173,9.932,7.8663,8.6119,8.2529,10.0683,7.1226,7.0005,7.661,9.0395,8.2817,8.956,,7.689,6.4393,7.4203,7.249,8.1053,9.1276,9.6944,7.9238,6.4119,9.1734,10.5701,8.2698,7.7134,7.0232,8.9491,7.6581,8.6233,7.7715,8.9214,8.403,5.2031,7.9595,8.5272,7.0155,7.3456,7.5503,7.344,8.0239,7.544,7.4132,7.4181,7.7788,9.5993,8.6069,9.0422,8.0424,7.5115,8.4104,8.1234,9.1219,6.7463,9.5724,9.757,7.2199,7.7782,7.8411,8.6154,7.4642,8.3137,8.9476,8.0105,9.5105,9.9242,7.1226,7.8382,8.6252,10.6438,8.1704,7.9474,8.946,8.2622,8.0932,11.0226,7.8089,8.7966,9.5836,9.157,7.0571,7.3119,9.4051,6.8639,7.9599,7.1416,10.9142,7.7545,9.8423,7.4445,7.8217,8.3527,7.9541,8.3235,8.6035,8.2721,8.3148,9.4218,7.4223,8.9031,8.3553,8.7349,7.7131,8.051,9.3197,8.2502,9.407,10.946,8.2647,9.2763,7.301,7.9047,8.5397,7.811,7.3901,7.1678,7.6452,9.3296,7.4601,8.1211,7.4704,8.0692,9.3415,8.4847,8.4975,9.0929,9.0626,9.716,8.6281,9.5499,8.4791,9.2413,8.3263,8.306,8.2453,S056
7.5664,8.6794,7.4085,8.6124,8.6873,8.6352,8.4508,7.9485,9.4435,7.2349,9.5993,8.2345,7.9379,7.6007,9.4563,8.9324,8.7492,8.8864,7.5152,8.9827,8.7359,8.9631,9.3125,8.9717,8.8138,9.1197,9.1428,,7.2741,9.0806,7.4708,8.1163,8.1118,8.7821,9.3402,8.3703,8.1989,7.3413,8.2299,8.7942,8.0947,8.2725,8.4864,7.8755,8.8124,9.6205,9.6927,10.3619,8.4436,10.1513,9.2522,8.2482,9.5205,8.2181,9.2536,7.1795,7.8669,10.6939,8.5148,9.6145,8.8874,6.9893,6.7731,7.9807,10.0437,8.5363,7.9961,9.7045,9.8187,9.7602,10.2108,9.283,9.1804,8.3091,8.0634,10.269,9.2289,9.1587,9.9586,10.0395,7.8523,8.6446,8.4484,7.7881,6.1502,9.0699,7.2481,9.1174,8.6231,8.9953,7.8305,6.4534,,8.9,6.8836,7.842,8.5953,8.1695,9.8744,5.4572,8.6664,8.6193,8.179,8.3369,,7.7772,7.9614,8.6446,11.1594,9.0597,8.687,9.2183,9.0869,8.258,7.9468,8.9913,7.7343,9.2676,9.5917,8.8152,8.6955,8.8095,8.7564,9.2469,6.7351,8.3106,7.364,9.2315,8.5311,8.736,8.3599,8.4727,9.3737,8.3212,8.2102,6.9289,8.2985,7.8547,6.9394,10.1851,8.8259,8.0657,7.9033,9.8738,9.2123,8.6518,7.9697,8.1043,7.3587,7.4525,7.788,10.1156,7.8276,6.8407,8.4463,8.8589,8.2024,10.0066,9.5883,7.5896,9.5054,9.3712,7.9869,,9.1005,8.5085,7.2064,9.2638,8.5098,8.1503,9.4149,8.7222,8.0346,,6.804,9.1735,9.2807,8.2671,7.6386,9.199,8.958,6.9968,7.4468,8.8597,9.6054,7.9515,9.323,7.6222,7.6802,7.1472,10.886,8.5729,8.1408,8.7907,7.5278,7.723,9.0347,7.6802,8.2941,10.1863,8.3073,9.4892,9.0396,7.6712,9.7984,9.2442,7.9358,8.0731,8.0616,,10.2502,7.4483,8.4154,8.3446,7.7193,8.8308,8.5333,10.2813,8.6262,8.9976,8.2729,7.9642,9.2495,8.5067,9.1457,8.9186,8.7035,9.9358,8.3309,8.1993,7.8895,8.341,8.6222,9.1875,9.5842,8.8612,7.3778,7.9077,8.8911,7.2802,S057
8.6236,7.7034,8.1149,8.5099,8.3244,6.4686,9.2163,8.4223,9.4733,7.8689,10.2936,9.5551,8.5732,7.2773,,8.7393,8.3083,8.2941,7.5758,,9.2002,8.0893,8.0739,10.0215,8.2004,8.332,8.4978,8.0206,7.5818,7.281,9.1607,8.8303,8.5959,6.5833,8.4239,8.1822,8.1765,8.8421,8.5577,7.7723,7.6954,9.9943,7.5698,8.9334,7.2012,6.4379,6.8154,7.0976,9.4653,7.183,7.1817,6.7955,8.6291,8.1582,8.6347,7.1905,8.7384,9.9034,6.5029,8.274,9.0338,7.2862,8.3688,8.431,7.2773,8.6649,9.2279,8.6927,9.0837,8.312,7.7459,8.0395,8.2837,8.6555,8.3237,8.628,9.4143,8.3634,8.8249,9.6089,10.3155,8.0208,9.024,8.6948,7.4519,8.061,8.6993,8.7905,7.2854,8.1713,7.8315,8.5248,9.8115,8.9492,8.2631,8.7101,8.8211,7.592,6.1679,9.1199,11.5757,8.5681,7.5625,6.2937,8.5473,8.5827,9.0974,9.1756,7.1317,9.4094,8.5537,8.54,8.0312,9.0495,9.6887,8.4945,7.6357,7.8108,7.3225,8.9635,7.7902,8.4657,8.4148,9.7029,8.0018,8.9519,8.4229,8.9092,8.0391,7.8127,9.8077,6.8577,8.7491,8.0004,8.6088,8.6181,7.2203,8.5874,7.6566,8.8434,7.707,8.1379,9.0116,8.4883,9.1196,9.0035,9.669,8.7863,10.1939,9.9646,7.7449,10.1282,7.8796,6.8609,8.5976,7.0417,8.2929,7.1212,8.3711,8.2425,9.6294,9.3111,9.3848,9.387,7.4077,7.2342,8.7475,9.1531,9.1414,7.035,8.6051,8.2913,8.8882,9.6205,9.1188,7.2606,6.0843,6.2856,9.592,7.9302,8.6793,7.7046,6.3453,8.3924,8.8101,10.0729,7.1074,7.8494,10.3579,7.8539,8.4349,8.6201,7.7057,8.2175,8.075,7.4637,10.8372,9.4321,9.1549,8.8545,7.6035,9.499,9.541,8.2116,,8.0707,8.1791,9.4426,8.0842,9.2863,7.1862,8.0339,8.7149,8.3342,7.9892,10.0331,7.2646,8.4847,8.9469,9.0158,7.5675,9.1992,8.6497,9.3798,10.1562,8.4822,8.5875,8.6492,7.2084,6.7682,8.4935,9.0228,8.7044,8.2932,7.7677,8.4019,9.1932,8.2761,7.8917,8.1844,S058
,7.7952,8.643,7.9089,6.3245,8.9305,8.7029,9.2324,10.2891,9.1145,8.8759,8.7578,9.1005,8.569,7.3525,9.0379,7.9871,10.0044,9.0188,8.5177,9.0411,8.4962,7.6926,,8.5232,8.4599,7.3235,9.1202,9.0441,9.7906,8.9877,7.6264,,7.8666,8.1861,9.3008,8.6409,8.9429,8.1738,11.8509,8.6676,8.5551,8.4553,7.1809,7.5305,7.7413,8.6008,9.0111,7.0484,8.0818,8.7494,8.5692,9.3111,8.2583,7.9438,8.3448,8.282,10.1484,9.0556,7.4721,9.133,8.8193,9.1443,8.8977,9.0713,,9.4952,7.8374,10.1286,8.0954,8.0062,8.614,,8.3089,8.6705,8.8893,8.9245,9.2164,8.6885,8.8514,8.5755,,8.3171,8.6526,8.0089,9.3722,8.8838,7.5147,10.545,7.7841,9.2768,8.1691,8.9261,9.1662,8.7903,9.3058,10.7583,6.3816,8.543,8.1052,8.7541,9.208,6.3202,6.6432,9.0071,8.9707,9.1947,8.3268,9.3681,9.8364,9.6619,8.3222,9.0365,9.4911,9.1332,8.4998,7.9117,9.257,7.9864,9.2781,10.0597,7.6623,7.5593,10.0257,9.6921,9.6004,8.0765,9.4528,10.2507,8.1832,8.0977,9.5494,8.4649,7.821,8.877,9.3566,9.0639,7.1392,9.9003,8.1578,9.1868,9.0668,7.9838,9.2313,7.6953,9.4049,9.0388,8.3631,9.8843,10.114,6.7888,10.8435,10.3896,9.4447,7.8552,7.1315,9.6183,9.1804,7.6835,8.1076,8.1019,10.2751,8.548,9.3924,8.7228,9.2304,8.7815,9.3295,8.5912,9.3614,7.8088,8.7113,8.889,7.9684,8.9942,8.5988,8.8667,9.8027,8.2691,9.4501,8.6032,9.1091,9.9481,8.1425,6.7401,8.4134,7.9681,9.5268,10.5602,9.3891,8.7561,9.635,8.8193,8.2403,7.6468,9.4674,8.3668,9.1467,9.5723,9.6749,8.0652,9.1624,8.1307,8.4113,8.9145,7.9878,9.3023,8.3905,8.7548,9.3537,8.0795,8.8511,7.9933,8.9202,9.3536,8.6069,7.7452,9.3384,8.3041,8.095,9.8715,8.1042,8.9704,7.4621,,9.3904,7.4402,9.3688,8.5783,10.132,8.6768,8.0255,6.6001,8.7369,8.4206,7.9904,9.0215,9.3171,8.6711,10.2967,S059
8.9589,9.003,7.768,7.7802,8.1723,8.4638,9.3016,7.8984,9.3706,8.795,8.8991,9.2249,7.6166,9.0327,8.8573,7.923,8.7416,8.9326,7.8959,8.7214,8.7067,7.9926,7.9485,8.063,9.1572,6.9993,7.3292,8.4608,8.7964,9.5225,9.2196,8.925,9.0902,8.0076,8.8414,8.1653,8.2865,8.8546,6.5074,10.1159,10.2668,10.396,8.0679,7.2374,9.0219,9.8849,6.9876,7.4391,8.4491,9.2493,7.5037,8.3459,7.3639,7.5684,9.0782,9.4309,7.4029,8.8716,8.7794,9.4535,9.2838,9.2033,8.6934,9.4001,9.1947,8.9608,8.8239,8.7123,8.9754,9.7013,9.0521,7.6457,9.846,8.5432,9.515,7.3399,7.9101,8.3538,9.4262,10.0269,7.2573,10.3413,8.5344,,9.5194,9.67,9.5497,9.6096,9.4193,8.0425,7.012,9.9212,8.8923,9.8276,8.8912,7.619,7.7956,7.2794,7.9376,10.7446,9.8126,,8.4168,8.8122,9.7754,8.4765,10.6239,8.6896,8.3544,9.2335,8.551,9.3979,9.0412,8.1534,7.4455,7.9304,8.2457,8.7778,6.3761,6.9922,8.9222,8.7828,9.2294,7.1043,9.6987,8.1736,9.3925,5.3805,9.6265,9.3751,,8.5942,7.4672,8.9194,7.8206,8.0547,9.0707,6.9688,8.1726,8.1603,7.8536,7.6104,10.0483,10.0336,7.8715,9.2594,9.1651,8.44,9.5836,9.0908,8.4476,8.747,9.3721,8.4452,9.031,9.0542,9.3557,8.5593,8.7841,8.7168,8.4514,6.6587,7.2613,4.3148,7.368,8.608,9.4849,7.4559,8.0369,6.5849,7.2847,7.3971,8.6027,8.7101,9.316,8.1578,7.2279,7.9646,,7.8044,9.5052,8.8186,8.467,8.5213,8.8116,10.4143,7.909,8.0748,8.7927,7.0327,10.1113,8.1583,8.437,8.0044,10.5442,8.834,10.1071,9.1967,8.7346,9.0448,8.3444,9.0408,8.2421,8.458,8.8264,9.7491,10.1981,8.5789,8.9292,9.4676,5.2688,10.5838,9.607,8.319,8.8026,8.4503,6.698,9.9886,8.2638,7.7165,7.2052,8.1735,7.9438,7.8138,8.7964,8.2319,8.9702,8.6193,8.3874,7.8254,9.382,7.7329,8.5607,7.7546,9.317,8.4862,8.5988,8.5478,8.8406,9.3884,S060
